fragment_smiles,count
[3*]OC1OC([13*])C(O[3*])C(O)C1O,5
[13*]C1OC(O)C(O)C(O)C1O,5
[3*]OC1C([13*])OC([13*])C(O)C1[15*],5
[8*]C[C@H]1C(=C)CC[C@H]2C(C)(C)CCC[C@]12C,5
[13*]C1CO1,5
[5*]NCCCN([5*])[5*],5
[8*]C[C@H]([8*])C,5
[14*]c1[nH]c(Cl)c(Cl)c1[16*],5
[16*]c1c2nc3c([16*])ccc(C)c3oc-2c(C)c(=O)c1N,5
[8*]C[C@@H]1C[C@H]1[N+](=O)[O-],5
[15*][C@@H]1C[C@H]1[N+](=O)[O-],5
[1*]C(=O)C[4*],5
[5*]NC(C)C[7*],5
[5*]N1CC(C)CC1[13*],5
[5*]NC(C)(C)C=C,5
[7*]CCC(O)C(C)C(=O)CC(O)CC(O)CC(O)C[7*],5
[1*]C(=O)[C@@H]([4*])[C@H](C)CC,5
[3*]OC(C)(C)C=C,5
[10*]N1C(=O)CCC1([13*])O,5
[5*]Nc1cc([14*])n(C)c1,5
[7*]C[C@H](CC)CCC(=O)O,5
[10*]N1CCC(=O)NC1=O,5
[5*]N[C@@H]1CCCN(O)C1=O,5
[7*]C([8*])CO,5
[4*]CCN,5
[16*]c1cccc([16*])c1O,5
[3*]O[C@@H]1O[C@H](C)[C@H](O)[C@H](O)[C@H]1[15*],5
[3*]O[C@@H]1O[C@H](C)[C@H](O)[C@H](O)[C@H]1O[3*],5
[8*]CCCCCCCCCCC(C)CC,5
[7*]C(C)CO,5
[4*]CCCCCCCCCCCCCC,5
[3*]OC([8*])C(N)=O,5
[4*]C([8*])C(N)=O,5
[1*]C(=O)[C@H](C)[C@H](O)C(C)C,5
[5*]N/C=C\C[8*],5
[3*]O[C@H]1CC[C@H](O)[C@@H](C)O1,5
[1*]C(=O)[C@H]([4*])CC(C)C,5
[14*]c1oc([14*])c(C)c(=O)c1C,5
[3*]O[C@H]1[C@H](O)[C@@H](N[5*])[C@@H]2OC[C@H]1O2,5
[5*]N[C@H]1[C@@H]2OC[C@@H](O2)[C@@H]([15*])[C@@H]1O,5
[10*]N1C(=O)C(C)=C(O)[C@@H]1[13*],5
[8*]Cc1cc([16*])c(O)c([16*])c1,5
[5*]N[C@H]([8*])C(C)C,4
[3*]O[C@H]1O[C@H]([13*])[C@H](O[3*])[C@]([15*])(O)C1(O)O,4
[3*]O[C@H]1O[C@H]([13*])[C@H]([15*])[C@]([15*])(O)C1(O)O,4
[13*][C@H]1O[C@H]([13*])C(O)(O)[C@@]([15*])(O)[C@H]1[15*],4
[3*]OCCC,4
[3*]O[C@H]1[C@@H]([13*])O[C@H]([13*])C(O)(O)[C@@]1([15*])O,4
[3*]O[C@@H]1O[C@H]([13*])[C@H](O)[C@H](O)[C@H]1O,4
[4*]CCC,4
[1*]C(=O)[C@@H](N[5*])C(C)O,4
[7*]C[C@H](C)[C@@H](C)O,4
[7*]C(O)C(C)CC(C)CCCC,4
[7*]C1C(=O)NC([13*])C1=O,4
[14*]c1cnco1,4
[13*][C@@]1(O)NC(=O)[C@@]2([13*])O[C@@H]12,4
[13*][C@@]1(O)NC(=O)[C@@]2([15*])O[C@@H]12,4
[14*]c1nc2c([16*])cccc2o1,4
[7*]Cc1coc(C[8*])n1,4
[1*]C(=O)[C@@H](N[5*])[C@H]([8*])C,4
[8*]CCCCCCCCCCCCC(C)CC,4
[8*]CCCCCCCCCCCCCC(C)C,4
[7*]CCCC(C)CCCC([7*])C,4
[8*]C([8*])CC,4
[7*]C1N=C(c2ccc[nH]2)C=C1OC,4
[8*][C@H](O)C(N)=O,4
[8*][C@H](C)CCCCCC,4
[13*][C@H]1N=C(c2ccccc2O)O[C@@H]1C,4
[4*]C([8*])C,4
[7*]CC(C)C[7*],4
[5*]N[C@@H](CCCN(O)C(C)=O)C(=O)O,4
[5*]NC(=S)C1CCCN1[5*],4
[1*]C(=O)CCCCC(C)CC,4
[1*]C(=O)CCCCC(C)C,4
[13*][C@H]1COC(c2ccccc2O)=N1,4
[16*]c1c([16*])c(O)c2c(c1C)COC2=O,4
[8*]C[C@@H]1NC(=O)[C@H](C[8*])NC1=O,4
[8*]C[C@@H]1NC(=O)[C@H]([13*])NC1=O,4
[3*]OC1CC(O)C([15*])C(C)O1,4
[3*]OC1C(O)CC([13*])OC1C,4
[3*]OC1CCC([15*])C(C)O1,4
[3*]OC1CCC([13*])OC1C,4
[3*]OC1C(C)OC([13*])CC1(C)O,4
[3*]OC1CC(C)(O)C(O[3*])C(C)O1,4
[13*][C@H]1C[C@H]2C[C@H]([15*])[C@H](C)[C@H]3CN=C(N1)N23,4
[14*]c1cc(=O)[nH]c(=O)[nH]1,4
[16*]c1c(O)cc(C)c(C=O)c1O,4
[1*]C(=O)C([7*])OC,4
[16*]c1cc([16*])c2c([16*])cc([16*])cc2c1,4
[5*]N[C@@H](CC(CO)CO)C(=O)O,4
[5*]NCCCCCN(O)C(C)=O,4
[8*]CC1C(C)(C)[C@@H](Cl)CC[C@]1(C)O,4
[15*]C1C(C)(C)[C@@H](Cl)CC[C@]1(C)O,4
[8*][C@H](O)CC(N)=O,4
[3*]O[C@H]1[C@@H]([15*])[C@@H](C)O[C@@H]([13*])[C@@H]1O,4
[13*][C@@H]1O[C@H](C)[C@H]([15*])[C@H]([15*])[C@H]1O,4
[7*]CC=C,4
[8*]C[C@H](C)O,4
[3*]O[C@H]1O[C@H]([13*])[C@@H](O)[C@H](O[3*])[C@@H]1O,4
[3*]OC1[C@H](O)[C@@H]([13*])O[C@H]([13*])[C@H]1O,4
[13*]C1CSC(C2CSC([13*])N2C)N1C,4
[3*]O[C@H]1O[C@H]([13*])[C@@H](O)C[C@H]1N,4
[13*][C@H]1O[C@H]([13*])[C@@H](O)C[C@H]1N,4
[16*]c1cc(O)c([16*])c(C)c1Cl,4
[7*]CC(C)=O,4
[4*]CCO,4
[8*]CCl,4
[3*]O[C@H]1C[C@](C)(O)[C@H](O)[C@@H](C)O1,4
[13*][C@H]1C[C@](C)(O)[C@H](O)[C@@H](C)O1,4
[3*]O[C@H]1C[C@@H]([15*])[C@@H](O)[C@@H](C)O1,4
[3*]O[C@@H]1C[C@H]([13*])O[C@H](C)[C@@H]1O,4
[13*][C@H]1C[C@@H]([15*])[C@@H](O)[C@@H](C)O1,4
[4*][C@@H]([8*])C(=O)[C@@H](O)[C@@H](C)O,4
[3*]O[C@H]1C[C@@H](O[3*])[C@@H](O)[C@@H](C)O1,4
[5*]Nc1ccc([16*])c(O)c1[16*],4
[5*]N[C@@H](C)C([6*])=O,4
[8*]CCCN(O)N=O,4
[4*]CCC([4*])C(=S)N[5*],4
[3*]O[C@H]1C[C@H](O)[C@H](O[3*])[C@H](C)O1,4
[3*]O[C@@H]1[C@H](C)O[C@@H]([13*])C[C@@H]1O,4
[3*]O[C@H]1C[C@H](O)[C@H]([15*])[C@H](C)O1,4
[13*][C@H]1C[C@H](O)[C@H]([15*])[C@H](C)O1,4
[7*]Cc1csc(C)n1,4
[7*]C[C@@H]([8*])C,4
[6*]C(=O)CC[8*],4
[1*]C(=O)C(C)(C)C=C,4
[14*]c1cc2c([16*])cccc2[nH]1,4
[14*]c1cc(Cl)c(Cl)[nH]1,4
[5*]N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H]([13*])N2C1=O,4
[3*]O[C@@H]1O[C@H]([13*])[C@@H](O[3*])[C@H](O)[C@H]1O,4
[3*]O[C@H]1[C@H](O)[C@@H](O)[C@H]([13*])O[C@@H]1[13*],4
[1*]C(=O)C[C@@H](N)CCCN[5*],4
[5*]N[C@@H]1C[C@H](C)[C@H]([13*])O[C@@H]1C,4
[3*]O[C@@H](C)C[7*],4
[5*]N[C@@H](C(=O)O)[C@@H]([8*])O,4
[16*]c1cccc2nc3c([16*])cccc3nc12,4
[7*]CC([7*])CC,4
[5*]NC([8*])CC(C)C,4
[13*]C1Cc2cccc(O)c2C(=O)O1,4
[1*]C(=O)C([8*])O,4
[3*]Oc1cc(C)c([16*])c(O)c1,4
[5*]N[C@@H]1[C@@H](O)[C@H](O)[C@@H]([13*])O[C@@H]1[13*],4
[3*]O[C@H]1O[C@H]([13*])[C@@H](O)[C@H](O)[C@H]1N[5*],4
[7*]C(C)CC,4
[1*]C(=O)CC(O)C[7*],4
[13*][C@@H]1O[C@@H]([13*])[C@H](O)[C@@H](O)[C@@H]1[15*],4
[3*]O[C@@H]1O[C@@H]([13*])[C@H](O)[C@@H](O)[C@@H]1[15*],4
[7*]C(C)OC,4
[3*]O[C@H]1C[C@H]([15*])[C@@H](O)[C@H](C)O1,4
[13*][C@H]1C[C@H]([15*])[C@@H]([15*])[C@H](C)O1,4
[3*]O[C@H]1C[C@H]([15*])[C@@H]([15*])[C@H](C)O1,4
[8*]CCCCCCC(C)C,4
C=CCCCCCCCCCCCCCCC,4
[1*]C(=O)[C@@H](O)[C@@H](O)[C@@H]([4*])C[4*],4
[4*][C@H]([8*])C[C@H](O)[C@H](C)[C@H](O)[C@H](C)C[7*],4
[5*]NCC[C@@H]([8*])C,4
[8*]CCCCCCCCCCCCC,4
[3*]O[C@@H]1O[C@@H](C)[C@H](O[3*])[C@@H](O)[C@H]1O,4
[13*][C@@H]1O[C@@H](C)[C@H]([15*])[C@@H](O)[C@H]1O,4
[3*]O[C@@H]1[C@@H](O)[C@@H](O)[C@H]([13*])O[C@H]1C,4
[3*]O[C@@H]1O[C@@H](C)[C@H]([15*])[C@@H](O)[C@H]1O,4
[5*]NC(C)C(=O)O,4
[8*][C@H](O)CCCCC,4
[9*]n1c([14*])cc(Cl)c1Cl,4
[14*]c1ccc(Cl)n1O,4
[7*]CCCCC([8*])C,4
[5*]N[C@@H](CC(N)=O)C(=O)O,4
[13*]C1OC(C)C(O)C(N)C1O,4
[3*]OC1OC(C)C(O)C(N)C1O,4
[13*][C@@H]1OC(=O)[C@H]1[15*],4
[5*]Nc1c2sscc-2[nH]c1=O,4
[3*]O[C@@H]([8*])C,4
[1*]C(=O)C[C@@H]([4*])[C@@H]([4*])[C@@H](C)CC,4
[13*][C@@H]1CCCN1,4
[14*]c1c[n+](C)cn1C,4
[8*]Cc1cnc[nH]1,4
[7*]CCC(O)C[8*],4
[3*]O[C@@H]1O[C@H](C)[C@@H](O)[C@H]([15*])[C@H]1O,4
[13*][C@@H]1O[C@H](C)[C@@H](O)[C@H]([15*])[C@H]1O,4
[8*]CCCCC(C)C,4
[3*]OC1OC(C)C(O)C(O)C1O,4
[8*]C[C@@H]1NC(=O)[C@@H]2CCCN2C1=O,4
[13*][C@@H]1NC(=O)[C@@H]2CCCN2C1=O,4
Oc1cc(O)c2c(O)cc(O)cc2c1,4
[5*]N/C=C1\CC(O)C([13*])O1,4
[5*]NC1COC(=O)C(N[5*])COC(=O)C(N[5*])COC(=O)C(N[5*])COC1=O,4
[7*]C(C)C[C@@H]([8*])C,4
[4*][C@@H](CC(C)C)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)C[8*],4
[3*]O[C@@H](CC(C)C)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)C[8*],4
[16*]c1c[nH]c2cccc([N+](=O)[O-])c12,4
[8*]Cc1c[nH]c2cccc([N+](=O)[O-])c12,4
[1*]C(=O)CC(N)CCCCCCCCl,4
[1*]C(=O)CC(N)CCCCCCC,4
[1*]C(=O)CC(N)CCCCCCC(Cl)Cl,4
[13*][C@H]1CC[C@@H](O)[C@@H](C)O1,4
[3*]O[C@H]1CC[C@@H](O)[C@@H](C)O1,4
[1*]C(=O)CCC(=O)O,4
[14*]c1cc([14*])on1,4
[7*]CCCCC(=O)O,4
[8*]CCCCCC(Cl)CCCCCCCCC,4
[5*]NCCC(O)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCC,4
[7*]CC=NOC,4
[5*]NC=CC[8*],4
[3*]O[P@]1(=O)OC[C@@H]2COC(=O)C2=C(CCC)O1,4
[4*]CCCCCCCCCCCCC,4
[13*][C@@H]1O[C@H]([13*])[C@H]([15*])[C@H](O)[C@H]1O,4
[7*]CCCC(=C)CCCC([7*])C,4
[13*][C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,4
[3*]O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,4
[1*]C(=O)C1=CC(O)C(O)C([13*])O1,4
[1*]C(=O)C1=CC(O)C(O)C(O[3*])O1,4
[5*]NC(CCCN(O)C(C)=O)C(=O)O,4
[14*]c1[nH]c(Br)c(Br)c1Br,4
[5*]N[C@H](CCCN=C(N)N)C(=O)N(O)CCC[8*],4
[3*]OC[C@H](N[5*])C(=O)O,4
[5*]N[C@@H](CS[11*])C(=O)O,4
[8*]Cc1ccoc1,4
[16*]c1ccoc1,4
[1*]C(=O)[C@H]([4*])C(C)C,4
[3*]Oc1cc([16*])c([16*])c(O)c1C,4
[5*]NC(C=O)C[8*],4
[7*]C1C(=O)[C@@H]2CCCN2C1=O,4
[8*][C@H](O)C(=O)O,4
[1*]C(=O)[C@@H](CCCN(O)C=O)N[5*],4
[3*]O[C@@H]1O[C@H]([13*])[C@@H]([15*])[C@H](O)[C@H]1N[5*],4
[3*]O[C@@H]1O[C@H]([13*])[C@@H](O[3*])[C@H](O)[C@H]1N[5*],4
[3*]O[C@H]1[C@H](O)[C@@H](N[5*])[C@H]([13*])O[C@@H]1[13*],4
[5*]N[C@@H]1[C@@H](O)[C@H]([15*])[C@@H]([13*])O[C@H]1[13*],4
[6*]C(=O)CC(O)C(C)CC([8*])C,4
[1*]C(=O)CCCCCCCCCCCC(C)C,4
[4*]CCCCN,4
[1*]C(=O)C[C@@H](O)C[C@@H](O)[C@H](CO)N[5*],4
[7*]C[C@H]1O[C@H]1[13*],4
[7*]Cc1cnc[nH]1,4
[16*]c1c(O)cc(O)c2c(O)c3c(cc12)OC(C)CC3=O,4
[14*]c1nc([14*])c(C)c(N)n1,4
[1*]C(=O)[C@@H](N[5*])[C@@H](O)C(N)=O,4
[5*]NCCC(O)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(C)N,4
[1*]C(=O)C(=O)CC,4
[8*]CCC(C)C,4
[5*]N1CCC[C@H]1[C@H]1NC([13*])CS1,4
[6*]C(=O)[C@@H](C)CC,4
[3*]OC1C([13*])OC([13*])C1[15*],4
[9*]n1cc(C#N)c2c(N)ncnc21,3
[5*]N[C@@H]([8*])C(=O)O,3
[3*]O[C@H]1CC(C)=CC=C2C(CC)=CC(=O)[C@]21C,3
[16*]c1ccc2c(c1O)C(O)C13OC1(C2=O)C1(O)C(=O)C=C(C)CC1(O)CC3O,3
[14*]c1cnc2ccccc2n1,3
[8*]Cc1c[nH]c2cc(Cl)ccc12,3
[16*]c1c[nH]c2cc(Cl)ccc12,3
[1*]C(=O)C[C@H](N)C(=O)O,3
O=[N+]([O-])c1c[nH]c(Cl)c1Cl,3
[9*]n1cnc2c([14*])ncnc21,3
[5*]N[C@H]1[C@@H](O)[C@H]([13*])O[C@@H]1[13*],3
[1*]C(=O)C[C@H](CC(=O)O)C(=O)O,3
[14*]c1n[nH]c([14*])c1O,3
[7*]C1O[C@@H]2CC(=O)N2[C@H]1[13*],3
[5*]NCCCCC(CN)N[5*],3
[13*]C1(O)O[C@@H](C)C[C@@H]([15*])[C@@H]1C,3
[8*]CC1(O)O[C@@H](C)C[C@@H]([15*])[C@@H]1C,3
[5*]N[C@@H](CCCCN(O)C(C)=O)C(=O)O,3
[1*]C(=O)[C@@]([8*])(C)O,3
[1*]C(=O)C(=O)C(C)CC,3
[7*]CCC([7*])C,3
[5*]NC(C(=O)O)C(C)C,3
[15*][C@@H]1[C@H]([15*])C(C)=C[C@]2(C)C[C@H](C)CC[C@@H]12,3
[16*]c1cc2c(c3oc(=O)c4c(c13)CCOC4=O)[C@H]1C=CO[C@H]1O2,3
[4*][C@H](C[8*])CCC,3
[13*]C1OC([13*])C(O)C1O,3
[3*]OC1OC([13*])C(O)C1O,3
[1*]C(=O)[C@H](CCCCN(O)C=O)N[5*],3
[1*]C(=O)[C@H](CO[3*])N[5*],3
[13*][C@H]1CC=C(C)[C@@H]([13*])O1,3
[14*]c1[nH]nc2c(N)ncnc12,3
[16*]c1cccc2nc3c([16*])ccc([16*])c3nc12,3
[1*]C(=O)[C@@H](CCCN(O)C(C)=O)N[5*],3
[3*]O[C@@H]1O[C@H](C)[C@H]([15*])[C@H](O)[C@H]1[15*],3
[4*][C@@H](C)[C@@H](O)C[7*],3
[13*][C@@H]1O[C@H](C)[C@H]([15*])[C@H](O)[C@H]1[15*],3
[7*]CC(=O)[C@@H](C)[C@@H](O)[C@@H]([8*])C,3
[5*]NC(CC(=O)O)C(=O)O,3
[4*]CC(O)CC(N[5*])C(=O)O,3
[4*]CC(O)CC([4*])C(=O)O,3
[4*]C(CC(=O)O)C(=O)O,3
[5*]N[C@H](CO)[C@@H]([8*])O,3
[8*]CC(C)O,3
[5*]N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2[13*],3
[16*]c1cc(C)c(O)c(C)c1O,3
[9*]n1c2c(Cl)cccc2c2c3c(c4c5cccc(Cl)c5[nH]c4c21)C(=O)NC3=O,3
[14*]c1nc2c(=O)[nH]c(N)nc2[nH]1,3
[3*]OC1CC(O)C(O[3*])C(C)O1,3
[3*]OC1CCC(=O)C(C)O1,3
[13*]C1CCC(=O)C(C)O1,3
[7*]CCC(C)C,3
[8*]C(C)C(O)C([8*])C,3
[3*]OC1CC([13*])(O)OC([13*])C1C,3
[3*]O[C@H]1C[C@H](O)[C@H]([15*])[C@@H](C)O1,3
[7*]CC(C)C[8*],3
[3*]Oc1cc([16*])cc2cc([16*])cc([16*])c12,3
[7*]C1CC[C@H]([13*])O1,3
[14*]c1ccc(C)c(=O)o1,3
[5*]NC([8*])C,3
[8*]Cc1c([14*])oc(C)c([16*])c1=O,3
[14*]c1oc(C)c([16*])c(=O)c1[16*],3
[6*]C(=O)/C=C/OC,3
[5*]Nc1cc([16*])ccc1O,3
[1*]C(=O)[C@@H](N[5*])[C@H](C)O,3
[1*]C(=O)C([7*])N([5*])C,3
[3*]O[C@@H]1O[C@H](C)[C@H]([15*])[C@H]([15*])[C@H]1O,3
[3*]O[C@@H]1O[C@H](C[4*])[C@@H](O[3*])[C@H](O)[C@@H]1[15*],3
[3*]O[C@H]1[C@H](O)[C@H]([15*])[C@H]([13*])O[C@@H]1C[4*],3
[16*]c1c([16*])c(Cl)c(O)c(Cl)c1C,3
[3*]O[C@@H]1O[C@H](C)[C@H]([15*])[C@H](O[3*])[C@H]1O,3
[3*]O[C@@H]1O[C@H](C[4*])[C@@H]([15*])[C@H](O)[C@@H]1[15*],3
[4*]C[C@H]1O[C@@H]([13*])[C@@H]([15*])[C@@H](O)[C@@H]1[15*],3
[5*]N(C)C(=N)N,3
[7*]C[C@@H](O)[C@@H](C)C(=O)O,3
[14*]c1ccc(C)[nH]1,3
[13*]C1CCC(C)C([13*])O1,3
[13*][C@@H]1C[C@@H](O)CC(=O)O1,3
[3*]O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H]([15*])[C@H]21,3
[5*]NC(CCS)C(=O)O,3
[5*]NC1CCSC1=O,3
[1*]C(=O)C(C)CCC,3
C[C@@]1(O)CC(=O)c2c(cc(O)c3c2C(=O)c2cccc(O)c2C3=O)C1,3
[16*]c1cc(C)c([16*])c(O)c1,3
[3*]O[C@@H]1O[C@H]([13*])[C@@H]([15*])[C@H](O)[C@H]1O,3
[1*]C(=O)[C@@H](C)[C@@H](O)C(C)C,3
[1*]C(=O)C(C)=NNc1ccc(O)cc1[16*],3
[3*]O[C@H]1OC[C@@H](O)[C@H](O)[C@H]1O,3
[13*][C@H]1OC[C@@H](O)[C@H](O)[C@H]1O,3
[15*][C@@H]1Cc2cc3cc([16*])c(C)c(O)c3c(O)c2C(=O)[C@H]1[15*],3
[3*]O[C@@H]1C(=O)c2c(cc3cc([16*])c(C)c(O)c3c2O)C[C@H]1[15*],3
[13*][C@@H]1O[C@@H](C)[C@H](O)[C@@](C)(O)[C@H]1[15*],3
[3*]O[C@H]1C[C@H](O)[C@H](O)[C@H](C)O1,3
[13*][C@H]1C[C@H](O)[C@H](O)[C@H](C)O1,3
[6*]C(=O)CC(C)C,3
[1*]C(=O)[C@@H]([8*])C,3
[8*]CCCCCCCCCCCC,3
[3*]Oc1cc([16*])c([16*])c(O)c1[16*],3
[16*]c1cc([16*])c([16*])c(O)c1[16*],3
[8*][C@@H](O)C(C)C,3
[3*]Oc1c(N[5*])ccc([16*])c1O,3
[1*]C(=O)CCCCCC(C)C,3
[16*]c1ccc(C)c(O)c1[16*],3
[8*]C(O)CO,3
[1*]C(=O)CO,3
[4*][C@@H](CC=C)CCC([7*])C,3
[5*]NCCC([7*])OC,3
[10*]N1C(=O)C=CC1C,3
[1*]C(=O)C(CCCCN[5*])N[5*],3
[13*][C@@H]1O[C@H]([13*])[C@@H](O)[C@@H]1O,3
[7*]Cc1ccc([16*])c(O)c1,3
[16*]c1cc(Cl)cc(Cl)c1O,3
[4*][C@@H](C[7*])[C@@H](C)C([7*])OC,3
[16*]c1cccc(O)c1[16*],3
[16*]c1cc(O)cc(O)c1[16*],3
[3*]O[C@H]1O[C@H](C)[C@@H]([15*])[C@H](O)[C@H]1O,3
[3*]O[C@H]1O[C@H]([13*])[C@@H]([15*])[C@H](O)[C@H]1O,3
[3*]O[C@H]1O[C@H]([13*])[C@@H](O[3*])[C@H](O)[C@H]1O,3
[13*][C@H]1O[C@H](C)[C@@H]([15*])[C@H](O)[C@H]1O,3
[3*]OCCN[5*],3
[13*][C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,3
[5*]NC(=C)C(=O)O,3
[16*]c1cc(C)cc(O)c1[16*],3
[16*]c1c(O)cccc1O,3
[5*]NC1COC(=O)C(N[5*])COC(=O)C(N[5*])COC1=O,3
[7*]CC[C@@H](C)O,3
[1*]C(=O)[C@@H](N)CCC[4*],3
[16*]c1cc(/C=c2\[nH]/c(=C3/C=CC=N3)cc2[16*])[nH]c1C,3
[7*]CCC(=O)O,3
[7*]C[C@H](C)CCC(=CCl)CCCC#C,3
[7*]C[C@H](C)CCC(=CCl)CCCC#CBr,3
[4*][C@H](C(N)=O)C(C)C,3
[5*]N[C@@H](C[8*])C(O)O,3
[7*]C1C(=O)Nc2ccccc21,3
[7*]C1C=C(c2c[nH]c3ccc(O)cc23)NC1=O,3
[1*]C(=O)C(O)C([8*])O,3
[7*]Cc1cc(O)cc(=O)o1,3
[7*]CCC[C@H]([8*])C,3
[5*]NC1Cc2cc(O)c(O)cc2[N+](C)(C)C1,3
[9*]n1ccc(N)nc1=O,3
[5*]N[C@@H]1[C@@H](O)[C@@H](O)[C@@H]([13*])O[C@H]1[13*],3
[8*]C[C@H]([8*])O,3
[8*][C@@H](C)C(O)[C@@H]([8*])C,3
[C]=NC1C2c3c([nH]c4ccccc34)C(C)(C)C2CC(Cl)C1(C)C=C,3
[5*]N1CCc2c1c(O)c([16*])c1[nH]c([14*])cc21,3
[8*]CC(=O)CCCCCCCCCCCCCCC,3
[13*][C@@H]1O[C@@H](C)[C@](O)(C=O)[C@H]1[15*],3
[3*]O[C@@H]1O[C@@H](C)[C@](O)(C=O)[C@H]1O[3*],3
[3*]O[C@H]1[C@H]([13*])O[C@@H](C)[C@]1(O)C=O,3
[3*]O[C@@H]1O[C@@H](C)[C@](O)(C=O)[C@H]1[15*],3
[13*][C@H]1CO1,3
[8*]C([8*])(C)C,3
[6*]C(=O)C([6*])=O,3
[3*]OC1CC([15*])C(O)C(C)O1,3
[16*]c1cccc2c1CCCN2,3
[8*]CCCCCCCCC,3
[7*]CC[C@@H](O)C[C@H](O)C[7*],3
[4*]C(CC[7*])C(C)C(=O)C[C@H](O)C[C@H](O)C[7*],3
[3*]O[C@H]1C[C@]([4*])(C)[C@@H](O)[C@H](C)O1,3
[3*]O[C@H]1C[C@]([15*])(C)[C@@H](O)[C@H](C)O1,3
[13*][C@H]1C[C@]([15*])(C)[C@@H](O)[C@H](C)O1,3
[4*][C@]1(C)C[C@H]([13*])O[C@@H](C)[C@@H]1O,3
[3*]Oc1ccc(C=C)cc1,3
[7*]C1C(=O)CNC1=O,3
[5*]N[C@@H](CC(=C)C)C([6*])=O,3
[3*]OC(C)C(=O)O,3
[3*]O[C@H]1C=CC(=O)[C@H](C)O1,3
[13*][C@H]1C=CC(=O)[C@H](C)O1,3
[4*]C[C@@H]([4*])C[8*],3
[4*]C(C[7*])C(C)C([7*])OC,3
[7*]C(C)CC([8*])C,3
[7*]CCCCCCCC[8*],3
[16*]c1cc(Cl)c(C)c2c1NC(=O)c1cc(Cl)ccc1O2,3
[16*]c1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@@H]1CCO[C@@H]1O2,3
[1*]C(=O)CC(C)(O)CC(=O)O,3
[7*]CCCCCCCC(O)CCCCCC,3
[13*][C@H]1N=C(c2cccc(O)c2O)O[C@@H]1C,3
[7*]C(C)O,3
O[C@H]1[C@H]2[C@H](O)CCCN2C[C@H]1O,3
[16*]c1ccc2c(c1[16*])C(=O)OCc1cc(C)cc(O)c1O2,3
[16*]c1cc([16*])c2c(c1)OC(=C)C(=O)N2,3
[1*]C(=O)C([4*])C(C)C,3
[7*]CCCCCCCCCC,3
[8*]CS[11*],3
[3*]OCC,3
[15*][C@H]1C(=O)N[C@@]2([15*])C(=O)O[C@@]12C,3
[13*][C@@]12NC(=O)[C@H]([15*])[C@]1(C)OC2=O,3
[15*][C@@H]1C=CCCC1,3
[13*][C@]1(C)CO1,3
[3*]OC(C)C[7*],3
[5*]NC1CC(C)C([13*])OC1C,3
[8*][C@@H](CC)CO,3
[3*]O[C@H]1C[C@@H](O)[C@H]([15*])[C@@H](C)O1,3
[13*][C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1[15*],3
[1*]C(=O)[C@H](C)[C@@H]([4*])[8*],3
[5*]N[C@H]([8*])C[8*],3
[1*]C(=O)[C@@H]([4*])C,3
[3*]OP(=O)([O-])[O-],3
[13*][C@@H]1C[C@@H]([15*])[C@@H](O)[C@H](C)O1,3
[3*]O[C@@H]1[C@H](O)C[C@@H]([13*])O[C@H]1C,3
[3*]O[C@@H]1C[C@@H](O[3*])[C@@H](O)[C@H](C)O1,3
[3*]O[C@@H]1C[C@@H](O)[C@@H](O[3*])[C@H](C)O1,3
[3*]O[C@@H]1C[C@@H]([13*])O[C@@H](C)[C@@H]1O,3
[3*]O[C@@H]1C[C@@H]([15*])[C@@H](O)[C@H](C)O1,3
[7*]CC(C)C(O)C[7*],3
[13*]C1CCC(N)=N1,3
[1*]C(=O)CCCCCC[7*],3
[7*]Cc1ccccc1[16*],3
[7*]CCC(O)CC(O)CCCN,3
[1*]C(=O)CC(O)CCCCCCCCCCC,3
[1*]C(=O)C[C@@H](O)C1=C(C)C(=O)OC1=O,3
[5*]NC(=S)C(C)N[5*],3
[3*]O[C@@H](C[7*])[C@H](C)O,3
[7*]C[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@H](C)CC,3
[8*][C@@H](C)C(=O)O,3
[13*][C@@H]1O[C@@H]([13*])CC[C@@H]1C,3
[7*]C1C(=O)N[C@@H](C)C1=O,3
[8*]CC(O)CO,3
[8*]C[C@@]1(O)C(=O)N(C)[C@@H]([13*])C(=O)N1C,3
[8*]Cc1cccc(O)c1,3
[8*]C[C@H]1C(=O)N(C)[C@@](O)(C[8*])C(=O)N1C,3
[13*][C@H]1C(=O)N(C)[C@]([13*])(O)C(=O)N1C,3
[8*]C[C@H]1C(=O)N(C)[C@]([13*])(O)C(=O)N1C,3
